Id,alphabet,Description,Category,Prevalence_20192,Prevalence_20201,Prevalence_20202,Pre_Early_Prct,Early_Outbreak_Prct,Pre_Outbreak_Prct,Pre_rank,Early_rank,Outbreak_rank,Rank_change1,Rank_change2,Rank_change3
e1152,e,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",1378,1501,1486,0.089259797,-0.009993338,0.078374456,475,433,446,-42,13,-29
e1159,e,Type 2 diabetes mellitus with other circulatory complications,"Endocrine, nutritional and metabolic diseases",176,114,148,-0.352272727,0.298245614,-0.159090909,1773,2165,1900,392,-265,127
e11610,e,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,"Endocrine, nutritional and metabolic diseases",482,491,494,0.018672199,0.00610998,0.024896266,978,939,946,-39,7,-32
e11618,e,Type 2 diabetes mellitus with other diabetic arthropathy,"Endocrine, nutritional and metabolic diseases",17,13,75,-0.235294118,4.769230769,3.411764706,5464,5788,2738,324,-3050,-2726
e11620,e,Type 2 diabetes mellitus with diabetic dermatitis,"Endocrine, nutritional and metabolic diseases",27,25,29,-0.074074074,0.16,0.074074074,4586,4550,4307,-36,-243,-279
e11621,e,Type 2 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",4404,3827,3930,-0.131017257,0.026914032,-0.107629428,183,204,211,21,7,28
e11622,e,Type 2 diabetes mellitus with other skin ulcer,"Endocrine, nutritional and metabolic diseases",556,507,473,-0.088129496,-0.067061144,-0.149280576,882,919,972,37,53,90
e11628,e,Type 2 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",1136,964,1135,-0.151408451,0.177385892,-0.000880282,536,581,526,45,-55,-10
e11638,e,Type 2 diabetes mellitus with other oral complications,"Endocrine, nutritional and metabolic diseases",10,10,18,0,0.8,0.8,6151,6121,5191,-30,-930,-960
e11641,e,Type 2 diabetes mellitus with hypoglycemia with coma,"Endocrine, nutritional and metabolic diseases",12,17,12,0.416666667,-0.294117647,0,5988,5343,5880,-645,537,-108
e11649,e,Type 2 diabetes mellitus with hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",3583,3530,3781,-0.014792074,0.071104816,0.055260955,214,215,216,1,1,2
e1165,e,Type 2 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",20251,20334,24087,0.004098563,0.184567719,0.189422745,30,30,28,0,-2,-2
e1169,e,Type 2 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",2889,2672,2707,-0.075112496,0.013098802,-0.062997577,255,267,270,12,3,15
e118,e,Type 2 diabetes mellitus with unspecified complications,"Endocrine, nutritional and metabolic diseases",329,217,160,-0.340425532,-0.262672811,-0.513677812,1221,1532,1808,311,276,587
e119,e,Type 2 diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",26239,25236,26547,-0.038225542,0.051949596,0.011738252,21,22,24,1,2,3
e1310,e,Other specified diabetes mellitus with ketoacidosis without coma,"Endocrine, nutritional and metabolic diseases",101,32,33,-0.683168317,0.03125,-0.673267327,2403,4047,4079,1644,32,1676
e1322,e,Other specified diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",28,25,17,-0.107142857,-0.32,-0.392857143,4493,4541,5299,48,758,806
e1365,e,Other specified diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",30,31,20,0.033333333,-0.35483871,-0.333333333,4350,4105,4982,-245,877,632
e139,e,Other specified diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",36,40,45,0.111111111,0.125,0.25,4002,3665,3531,-337,-134,-471
e160,e,Drug-induced hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",42,30,13,-0.285714286,-0.566666667,-0.69047619,3734,4173,5761,439,1588,2027
e161,e,Other hypoglycemia,"Endocrine, nutritional and metabolic diseases",56,44,44,-0.214285714,0,-0.214285714,3268,3516,3568,248,52,300
e162,e,"Hypoglycemia, unspecified","Endocrine, nutritional and metabolic diseases",1904,1847,1900,-0.029936975,0.028695181,-0.00210084,367,371,367,4,-4,0
e209,e,"Hypoparathyroidism, unspecified","Endocrine, nutritional and metabolic diseases",80,71,79,-0.1125,0.112676056,-0.0125,2729,2780,2664,51,-116,-65
e210,e,Primary hyperparathyroidism,"Endocrine, nutritional and metabolic diseases",172,186,182,0.081395349,-0.021505376,0.058139535,1785,1675,1692,-110,17,-93
e211,e,"Secondary hyperparathyroidism, not elsewhere classified","Endocrine, nutritional and metabolic diseases",29,33,56,0.137931034,0.696969697,0.931034483,4417,3981,3163,-436,-818,-1254
e212,e,Other hyperparathyroidism,"Endocrine, nutritional and metabolic diseases",39,41,55,0.051282051,0.341463415,0.41025641,3865,3618,3195,-247,-423,-670
e213,e,"Hyperparathyroidism, unspecified","Endocrine, nutritional and metabolic diseases",616,514,484,-0.165584416,-0.058365759,-0.214285714,815,899,952,84,53,137
e220,e,Acromegaly and pituitary gigantism,"Endocrine, nutritional and metabolic diseases",20,26,29,0.3,0.115384615,0.45,5153,4460,4290,-693,-170,-863
e221,e,Hyperprolactinemia,"Endocrine, nutritional and metabolic diseases",51,62,42,0.215686275,-0.322580645,-0.176470588,3415,2991,3643,-424,652,228
e222,e,Syndrome of inappropriate secretion of antidiuretic hormone,"Endocrine, nutritional and metabolic diseases",1714,2118,2240,0.235705951,0.057601511,0.306884481,397,324,324,-73,0,-73
e230,e,Hypopituitarism,"Endocrine, nutritional and metabolic diseases",227,261,229,0.149779736,-0.122605364,0.008810573,1528,1354,1485,-174,131,-43
e232,e,Diabetes insipidus,"Endocrine, nutritional and metabolic diseases",247,260,224,0.052631579,-0.138461538,-0.093117409,1446,1359,1504,-87,145,58
e236,e,Other disorders of pituitary gland,"Endocrine, nutritional and metabolic diseases",56,63,45,0.125,-0.285714286,-0.196428571,3261,2962,3522,-299,560,261
e237,e,"Disorder of pituitary gland, unspecified","Endocrine, nutritional and metabolic diseases",15,18,15,0.2,-0.166666667,0,5661,5199,5505,-462,306,-156
e242,e,Drug-induced Cushing's syndrome,"Endocrine, nutritional and metabolic diseases",29,27,29,-0.068965517,0.074074074,0,4410,4384,4285,-26,-99,-125
e249,e,"Cushing's syndrome, unspecified","Endocrine, nutritional and metabolic diseases",91,71,88,-0.21978022,0.23943662,-0.032967033,2537,2775,2508,238,-267,-29
e250,e,Congenital adrenogenital disorders associated with enzyme deficiency,"Endocrine, nutritional and metabolic diseases",25,21,24,-0.16,0.142857143,-0.04,4698,4883,4647,185,-236,-51
e2609,e,Other primary hyperaldosteronism,"Endocrine, nutritional and metabolic diseases",18,17,26,-0.055555556,0.529411765,0.444444444,5338,5316,4484,-22,-832,-854
e2681,e,Bartter's syndrome,"Endocrine, nutritional and metabolic diseases",18,11,14,-0.388888889,0.272727273,-0.222222222,5338,5988,5614,650,-374,276
e269,e,"Hyperaldosteronism, unspecified","Endocrine, nutritional and metabolic diseases",51,47,36,-0.078431373,-0.234042553,-0.294117647,3410,3385,3880,-25,495,470
e271,e,Primary adrenocortical insufficiency,"Endocrine, nutritional and metabolic diseases",391,354,351,-0.094629156,-0.008474576,-0.10230179,1085,1125,1158,40,33,73
e272,e,Addisonian crisis,"Endocrine, nutritional and metabolic diseases",112,91,95,-0.1875,0.043956044,-0.151785714,2268,2433,2402,165,-31,134
e273,e,Drug-induced adrenocortical insufficiency,"Endocrine, nutritional and metabolic diseases",142,120,123,-0.154929577,0.025,-0.133802817,1969,2096,2082,127,-14,113
e2740,e,Unspecified adrenocortical insufficiency,"Endocrine, nutritional and metabolic diseases",1419,1275,1253,-0.101479915,-0.017254902,-0.116983791,462,479,493,17,14,31
e2749,e,Other adrenocortical insufficiency,"Endocrine, nutritional and metabolic diseases",164,179,205,0.091463415,0.145251397,0.25,1820,1700,1578,-120,-122,-242
e278,e,Other specified disorders of adrenal gland,"Endocrine, nutritional and metabolic diseases",519,494,523,-0.048169557,0.058704453,0.007707129,928,923,900,-5,-23,-28
e279,e,"Disorder of adrenal gland, unspecified","Endocrine, nutritional and metabolic diseases",312,261,279,-0.163461538,0.068965517,-0.105769231,1268,1351,1325,83,-26,57
e282,e,Polycystic ovarian syndrome,"Endocrine, nutritional and metabolic diseases",985,903,1001,-0.083248731,0.108527132,0.016243655,582,594,569,12,-25,-13
e291,e,Testicular hypofunction,"Endocrine, nutritional and metabolic diseases",299,218,225,-0.27090301,0.032110092,-0.247491639,1305,1516,1494,211,-22,189
e301,e,Precocious puberty,"Endocrine, nutritional and metabolic diseases",26,25,17,-0.038461538,-0.32,-0.346153846,4619,4513,5270,-106,757,651
e310,e,Autoimmune polyglandular failure,"Endocrine, nutritional and metabolic diseases",13,11,20,-0.153846154,0.818181818,0.538461538,5858,5977,4954,119,-1023,-904
e340,e,Carcinoid syndrome,"Endocrine, nutritional and metabolic diseases",28,21,24,-0.25,0.142857143,-0.142857143,4466,4872,4636,406,-236,170
e41,e,Nutritional marasmus,"Endocrine, nutritional and metabolic diseases",47,37,27,-0.212765957,-0.27027027,-0.425531915,3522,3769,4405,247,636,883
e43,e,Unspecified severe protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",7825,7548,7999,-0.035399361,0.059750927,0.022236422,88,91,87,3,-4,-1
e440,e,Moderate protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",3934,4585,4532,0.165480427,-0.011559433,0.152008134,202,169,185,-33,16,-17
e441,e,Mild protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",1788,2199,2756,0.229865772,0.253296953,0.541387025,383,306,262,-77,-44,-121
e46,e,Unspecified protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",5964,4541,4802,-0.238598256,0.057476327,-0.194835681,127,171,176,44,5,49
e509,e,"Vitamin A deficiency, unspecified","Endocrine, nutritional and metabolic diseases",36,45,18,0.25,-0.6,-0.5,3974,3449,5149,-525,1700,1175
e512,e,Wernicke's encephalopathy,"Endocrine, nutritional and metabolic diseases",159,186,247,0.169811321,0.327956989,0.553459119,1839,1661,1417,-178,-244,-422
e519,e,"Thiamine deficiency, unspecified","Endocrine, nutritional and metabolic diseases",33,45,45,0.363636364,0,0.363636364,4132,3448,3507,-684,59,-625
e538,e,Deficiency of other specified B group vitamins,"Endocrine, nutritional and metabolic diseases",1627,1576,1628,-0.031346036,0.032994924,0.000614628,407,410,410,3,0,3
e539,e,"Vitamin B deficiency, unspecified","Endocrine, nutritional and metabolic diseases",43,37,23,-0.139534884,-0.378378378,-0.465116279,3669,3761,4699,92,938,1030
e559,e,"Vitamin D deficiency, unspecified","Endocrine, nutritional and metabolic diseases",3617,3336,3117,-0.077688692,-0.065647482,-0.138236107,208,217,239,9,22,31
e561,e,Deficiency of vitamin K,"Endocrine, nutritional and metabolic diseases",48,34,46,-0.291666667,0.352941176,-0.041666667,3490,3885,3465,395,-420,-25
e569,e,"Vitamin deficiency, unspecified","Endocrine, nutritional and metabolic diseases",34,18,21,-0.470588235,0.166666667,-0.382352941,4072,5172,4863,1100,-309,791
e60,e,Dietary zinc deficiency,"Endocrine, nutritional and metabolic diseases",34,34,37,0,0.088235294,0.088235294,4072,3885,3820,-187,-65,-252
e611,e,Iron deficiency,"Endocrine, nutritional and metabolic diseases",475,441,460,-0.071578947,0.0430839,-0.031578947,968,989,975,21,-14,7
e631,e,Imbalance of constituents of food intake,"Endocrine, nutritional and metabolic diseases",13,28,31,1.153846154,0.107142857,1.384615385,5842,4285,4162,-1557,-123,-1680
e639,e,"Nutritional deficiency, unspecified","Endocrine, nutritional and metabolic diseases",80,97,105,0.2125,0.082474227,0.3125,2706,2322,2245,-384,-77,-461
e65,e,Localized adiposity,"Endocrine, nutritional and metabolic diseases",57,40,34,-0.298245614,-0.15,-0.403508772,3220,3632,3982,412,350,762
e6601,e,Morbid (severe) obesity due to excess calories,"Endocrine, nutritional and metabolic diseases",19262,18004,22073,-0.065309937,0.226005332,0.145935002,32,31,28,-1,-3,-4
e6609,e,Other obesity due to excess calories,"Endocrine, nutritional and metabolic diseases",650,662,819,0.018461538,0.237160121,0.26,777,745,643,-32,-102,-134
e662,e,Morbid (severe) obesity with alveolar hypoventilation,"Endocrine, nutritional and metabolic diseases",1672,1813,1840,0.084330144,0.014892443,0.100478469,399,367,368,-32,1,-31
e663,e,Overweight,"Endocrine, nutritional and metabolic diseases",920,920,1219,0,0.325,0.325,596,580,491,-16,-89,-105
e668,e,Other obesity,"Endocrine, nutritional and metabolic diseases",172,217,410,0.261627907,0.889400922,1.38372093,1764,1509,1043,-255,-466,-721
e669,e,"Obesity, unspecified","Endocrine, nutritional and metabolic diseases",25328,24227,29043,-0.043469678,0.198786478,0.146675616,21,23,21,2,-2,0
e7209,e,Other disorders of amino-acid transport,"Endocrine, nutritional and metabolic diseases",17,10,11,-0.411764706,0.1,-0.352941176,5397,6054,5936,657,-118,539
e7211,e,Homocystinuria,"Endocrine, nutritional and metabolic diseases",46,77,38,0.673913043,-0.506493506,-0.173913043,3534,2625,3777,-909,1152,243
e7212,e,Methylenetetrahydrofolate reductase deficiency,"Endocrine, nutritional and metabolic diseases",139,121,171,-0.129496403,0.41322314,0.230215827,1974,2063,1721,89,-342,-253
e7220,e,"Disorder of urea cycle metabolism, unspecified","Endocrine, nutritional and metabolic diseases",513,457,528,-0.109161793,0.15536105,0.029239766,920,964,884,44,-80,-36
e724,e,Disorders of ornithine metabolism,"Endocrine, nutritional and metabolic diseases",42,52,35,0.238095238,-0.326923077,-0.166666667,3691,3202,3915,-489,713,224
e7251,e,Non-ketotic hyperglycinemia,"Endocrine, nutritional and metabolic diseases",37,22,11,-0.405405405,-0.5,-0.702702703,3905,4734,5932,829,1198,2027
e739,e,"Lactose intolerance, unspecified","Endocrine, nutritional and metabolic diseases",232,222,220,-0.043103448,-0.009009009,-0.051724138,1483,1489,1495,6,6,12
e7439,e,Other disorders of intestinal carbohydrate absorption,"Endocrine, nutritional and metabolic diseases",90,89,84,-0.011111111,-0.056179775,-0.066666667,2528,2430,2539,-98,109,11
e7521,e,Fabry (-Anderson) disease,"Endocrine, nutritional and metabolic diseases",19,10,14,-0.473684211,0.4,-0.263157895,5192,6047,5571,855,-476,379
e778,e,Other disorders of glycoprotein metabolism,"Endocrine, nutritional and metabolic diseases",110,126,125,0.145454545,-0.007936508,0.136363636,2266,2021,2040,-245,19,-226
e7800,e,"Pure hypercholesterolemia, unspecified","Endocrine, nutritional and metabolic diseases",19885,16395,17512,-0.175509178,0.068130528,-0.119336183,28,36,34,8,-2,6
e7801,e,Familial hypercholesterolemia,"Endocrine, nutritional and metabolic diseases",61,60,79,-0.016393443,0.316666667,0.295081967,3102,2997,2628,-105,-369,-474
e781,e,Pure hyperglyceridemia,"Endocrine, nutritional and metabolic diseases",1533,1403,1649,-0.084801044,0.17533856,0.075668624,423,438,397,15,-41,-26
e782,e,Mixed hyperlipidemia,"Endocrine, nutritional and metabolic diseases",4440,4555,4964,0.025900901,0.089791438,0.118018018,174,167,162,-7,-5,-12
e783,e,Hyperchylomicronemia,"Endocrine, nutritional and metabolic diseases",15,16,14,0.066666667,-0.125,-0.066666667,5607,5373,5566,-234,193,-41
e7849,e,Other hyperlipidemia,"Endocrine, nutritional and metabolic diseases",355,333,185,-0.061971831,-0.444444444,-0.478873239,1136,1158,1650,22,492,514
e785,e,"Hyperlipidemia, unspecified","Endocrine, nutritional and metabolic diseases",79351,77339,80662,-0.025355698,0.042966679,0.016521531,2,3,4,1,1,2
e786,e,Lipoprotein deficiency,"Endocrine, nutritional and metabolic diseases",24,53,34,1.208333333,-0.358490566,0.416666667,4725,3163,3963,-1562,800,-762
e790,e,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,"Endocrine, nutritional and metabolic diseases",330,283,293,-0.142424242,0.035335689,-0.112121212,1188,1275,1266,87,-9,78
e8020,e,Unspecified porphyria,"Endocrine, nutritional and metabolic diseases",10,15,18,0.5,0.2,0.8,6065,5467,5116,-598,-351,-949
e8021,e,Acute intermittent (hepatic) porphyria,"Endocrine, nutritional and metabolic diseases",25,15,13,-0.4,-0.133333333,-0.48,4648,5467,5687,819,220,1039
e804,e,Gilbert syndrome,"Endocrine, nutritional and metabolic diseases",147,121,140,-0.176870748,0.157024793,-0.047619048,1907,2054,1904,147,-150,-3
e806,e,Other disorders of bilirubin metabolism,"Endocrine, nutritional and metabolic diseases",814,761,1061,-0.065110565,0.394218134,0.303439803,655,660,536,5,-124,-119
e807,e,"Disorder of bilirubin metabolism, unspecified","Endocrine, nutritional and metabolic diseases",883,811,612,-0.081540204,-0.245376079,-0.306908267,612,635,784,23,149,172
e8301,e,Wilson's disease,"Endocrine, nutritional and metabolic diseases",15,10,18,-0.333333333,0.8,0.2,5599,6032,5113,433,-919,-486
e83110,e,Hereditary hemochromatosis,"Endocrine, nutritional and metabolic diseases",38,46,55,0.210526316,0.195652174,0.447368421,3851,3382,3151,-469,-231,-700
e83111,e,Hemochromatosis due to repeated red blood cell transfusions,"Endocrine, nutritional and metabolic diseases",55,79,65,0.436363636,-0.17721519,0.181818182,3253,2581,2894,-672,313,-359
e83119,e,"Hemochromatosis, unspecified","Endocrine, nutritional and metabolic diseases",221,185,177,-0.162895928,-0.043243243,-0.199095023,1522,1644,1674,122,30,152
e8319,e,Other disorders of iron metabolism,"Endocrine, nutritional and metabolic diseases",25,18,17,-0.28,-0.055555556,-0.32,4642,5139,5221,497,82,579
e8330,e,"Disorder of phosphorus metabolism, unspecified","Endocrine, nutritional and metabolic diseases",39,24,44,-0.384615385,0.833333333,0.128205128,3810,4547,3513,737,-1034,-297
e8339,e,Other disorders of phosphorus metabolism,"Endocrine, nutritional and metabolic diseases",6891,7079,8216,0.027281962,0.160615906,0.192279785,101,95,79,-6,-16,-22
e8341,e,Hypermagnesemia,"Endocrine, nutritional and metabolic diseases",459,483,672,0.052287582,0.391304348,0.464052288,980,917,735,-63,-182,-245
e8342,e,Hypomagnesemia,"Endocrine, nutritional and metabolic diseases",15077,14781,13324,-0.019632553,-0.098572492,-0.116269815,39,36,47,-3,11,8
e8351,e,Hypocalcemia,"Endocrine, nutritional and metabolic diseases",4131,4219,5027,0.021302348,0.191514577,0.216896635,180,177,157,-3,-20,-23
e8352,e,Hypercalcemia,"Endocrine, nutritional and metabolic diseases",2950,2833,3042,-0.039661017,0.073773385,0.031186441,234,244,237,10,-7,3
e8359,e,Other disorders of calcium metabolism,"Endocrine, nutritional and metabolic diseases",115,111,145,-0.034782609,0.306306306,0.260869565,2190,2130,1865,-60,-265,-325
e8389,e,Other disorders of mineral metabolism,"Endocrine, nutritional and metabolic diseases",17,12,21,-0.294117647,0.75,0.235294118,5365,5808,4824,443,-984,-541
e839,e,"Disorder of mineral metabolism, unspecified","Endocrine, nutritional and metabolic diseases",14,13,31,-0.071428571,1.384615385,1.214285714,5687,5686,4126,-1,-1560,-1561
e840,e,Cystic fibrosis with pulmonary manifestations,"Endocrine, nutritional and metabolic diseases",137,96,65,-0.299270073,-0.322916667,-0.525547445,1971,2313,2887,342,574,916
e8419,e,Cystic fibrosis with other intestinal manifestations,"Endocrine, nutritional and metabolic diseases",22,16,14,-0.272727273,-0.125,-0.363636364,4886,5354,5543,468,189,657
e848,e,Cystic fibrosis with other manifestations,"Endocrine, nutritional and metabolic diseases",122,78,74,-0.360655738,-0.051282051,-0.393442623,2108,2584,2695,476,111,587
e849,e,"Cystic fibrosis, unspecified","Endocrine, nutritional and metabolic diseases",97,75,65,-0.226804124,-0.133333333,-0.329896907,2409,2638,2886,229,248,477
e854,e,Organ-limited amyloidosis,"Endocrine, nutritional and metabolic diseases",171,202,198,0.18128655,-0.01980198,0.157894737,1753,1559,1580,-194,21,-173
e8581,e,Light chain (AL) amyloidosis,"Endocrine, nutritional and metabolic diseases",44,45,34,0.022727273,-0.244444444,-0.227272727,3594,3407,3945,-187,538,351
e8589,e,Other amyloidosis,"Endocrine, nutritional and metabolic diseases",10,12,14,0.2,0.166666667,0.4,6041,5801,5539,-240,-262,-502
e859,e,"Amyloidosis, unspecified","Endocrine, nutritional and metabolic diseases",42,52,49,0.238095238,-0.057692308,0.166666667,3665,3176,3321,-489,145,-344
e860,e,Dehydration,"Endocrine, nutritional and metabolic diseases",28636,27063,26352,-0.054930856,-0.026272032,-0.079759743,17,19,23,2,4,6
e861,e,Hypovolemia,"Endocrine, nutritional and metabolic diseases",5009,5167,5584,0.031543222,0.080704471,0.114793372,155,142,135,-13,-7,-20
e869,e,"Volume depletion, unspecified","Endocrine, nutritional and metabolic diseases",2063,2013,2020,-0.024236549,0.003477397,-0.020843432,324,318,333,-6,15,9
e870,e,Hyperosmolality and hypernatremia,"Endocrine, nutritional and metabolic diseases",5381,5897,7351,0.095892957,0.246566051,0.366102955,145,118,91,-27,-27,-54
e871,e,Hypo-osmolality and hyponatremia,"Endocrine, nutritional and metabolic diseases",29894,33888,39169,0.133605406,0.155836874,0.310262929,16,13,13,-3,0,-3
e872,e,Acidosis,"Endocrine, nutritional and metabolic diseases",28250,29443,32866,0.042230088,0.116258533,0.16339823,16,17,17,1,0,1
e873,e,Alkalosis,"Endocrine, nutritional and metabolic diseases",2524,2586,2917,0.024564184,0.127996906,0.15570523,264,255,236,-9,-19,-28
e874,e,Mixed disorder of acid-base balance,"Endocrine, nutritional and metabolic diseases",2117,2388,2818,0.128011337,0.180067002,0.331128956,314,269,239,-45,-30,-75
e875,e,Hyperkalemia,"Endocrine, nutritional and metabolic diseases",12747,13477,14755,0.057268377,0.094828226,0.157527261,43,40,40,-3,0,-3
e876,e,Hypokalemia,"Endocrine, nutritional and metabolic diseases",39187,38932,42711,-0.00650726,0.09706668,0.089927782,10,10,11,0,1,1
e8770,e,"Fluid overload, unspecified","Endocrine, nutritional and metabolic diseases",5127,5305,5154,0.034718159,-0.028463713,0.005266238,148,134,146,-14,12,-2
e8771,e,Transfusion associated circulatory overload,"Endocrine, nutritional and metabolic diseases",27,26,18,-0.037037037,-0.307692308,-0.333333333,4480,4376,5084,-104,708,604
e8779,e,Other fluid overload,"Endocrine, nutritional and metabolic diseases",306,311,334,0.016339869,0.073954984,0.091503268,1245,1189,1153,-56,-36,-92
e878,e,"Other disorders of electrolyte and fluid balance, not elsewhere classified","Endocrine, nutritional and metabolic diseases",2555,2575,3117,0.007827789,0.210485437,0.219960861,258,252,223,-6,-29,-35
e8801,e,Alpha-1-antitrypsin deficiency,"Endocrine, nutritional and metabolic diseases",112,147,109,0.3125,-0.258503401,-0.026785714,2212,1828,2165,-384,337,-47
e8809,e,"Other disorders of plasma-protein metabolism, not elsewhere classified","Endocrine, nutritional and metabolic diseases",2218,2309,3177,0.041027953,0.375920312,0.432371506,296,271,218,-25,-53,-78
e881,e,"Lipodystrophy, not elsewhere classified","Endocrine, nutritional and metabolic diseases",14,11,18,-0.214285714,0.636363636,0.285714286,5664,5893,5080,229,-813,-584
e882,e,"Lipomatosis, not elsewhere classified","Endocrine, nutritional and metabolic diseases",42,35,42,-0.166666667,0.2,0,3650,3789,3567,139,-222,-83
e883,e,Tumor lysis syndrome,"Endocrine, nutritional and metabolic diseases",196,154,210,-0.214285714,0.363636364,0.071428571,1615,1791,1510,176,-281,-105
e8840,e,"Mitochondrial metabolism disorder, unspecified","Endocrine, nutritional and metabolic diseases",25,25,24,0,-0.04,-0.04,4611,4439,4563,-172,124,-48
e8881,e,Metabolic syndrome,"Endocrine, nutritional and metabolic diseases",325,326,384,0.003076923,0.17791411,0.181538462,1185,1152,1056,-33,-96,-129
e8889,e,Other specified metabolic disorders,"Endocrine, nutritional and metabolic diseases",194,211,234,0.087628866,0.109004739,0.206185567,1623,1500,1421,-123,-79,-202
e889,e,"Metabolic disorder, unspecified","Endocrine, nutritional and metabolic diseases",24,12,15,-0.5,0.25,-0.375,4682,5779,5403,1097,-376,721
e890,e,Postprocedural hypothyroidism,"Endocrine, nutritional and metabolic diseases",2309,2032,2473,-0.119965353,0.217027559,0.071026418,286,306,259,20,-47,-27
e891,e,Postprocedural hypoinsulinemia,"Endocrine, nutritional and metabolic diseases",37,30,36,-0.189189189,0.2,-0.027027027,3856,4075,3802,219,-273,-54
e892,e,Postprocedural hypoparathyroidism,"Endocrine, nutritional and metabolic diseases",117,84,77,-0.282051282,-0.083333333,-0.341880342,2147,2474,2621,327,147,474
e893,e,Postprocedural hypopituitarism,"Endocrine, nutritional and metabolic diseases",21,16,16,-0.238095238,0,-0.238095238,4942,5325,5284,383,-41,342
e896,e,Postprocedural adrenocortical (-medullary) hypofunction,"Endocrine, nutritional and metabolic diseases",28,18,35,-0.357142857,0.944444444,0.25,4387,5102,3865,715,-1237,-522
f0150,f,Vascular dementia without behavioral disturbance,Mental and behavioural disorders,684,702,646,0.026315789,-0.07977208,-0.055555556,731,692,733,-39,41,2
f0151,f,Vascular dementia with behavioral disturbance,Mental and behavioural disorders,224,171,272,-0.236607143,0.590643275,0.214285714,1488,1674,1299,186,-375,-189
f0280,f,Dementia in other diseases classified elsewhere without behavioral disturbance,Mental and behavioural disorders,3520,3475,3371,-0.012784091,-0.029928058,-0.042329545,199,194,208,-5,14,9
f0281,f,Dementia in other diseases classified elsewhere with behavioral disturbance,Mental and behavioural disorders,680,657,705,-0.033823529,0.073059361,0.036764706,731,719,702,-12,-17,-29
f0390,f,Unspecified dementia without behavioral disturbance,Mental and behavioural disorders,9558,9506,9870,-0.005440469,0.038291605,0.032642812,59,62,60,3,-2,1
f0391,f,Unspecified dementia with behavioral disturbance,Mental and behavioural disorders,691,755,858,0.092619392,0.136423841,0.241678726,723,642,591,-81,-51,-132
f04,f,Amnestic disorder due to known physiological condition,Mental and behavioural disorders,25,19,18,-0.24,-0.052631579,-0.28,4599,4992,5065,393,73,466
f05,f,Delirium due to known physiological condition,Mental and behavioural disorders,2301,2172,2399,-0.056062581,0.104511971,0.042590178,285,285,267,0,-18,-18
f061,f,Catatonic disorder due to known physiological condition,Mental and behavioural disorders,79,79,68,0,-0.139240506,-0.139240506,2664,2545,2786,-119,241,122
f062,f,Psychotic disorder with delusions due to known physiological condition,Mental and behavioural disorders,12,11,11,-0.083333333,0,-0.083333333,5841,5873,5855,32,-18,14
f0630,f,"Mood disorder due to known physiological condition, unspecified",Mental and behavioural disorders,59,38,41,-0.355932203,0.078947368,-0.305084746,3105,3644,3598,539,-46,493
f0631,f,Mood disorder due to known physiological condition with depressive features,Mental and behavioural disorders,50,35,30,-0.3,-0.142857143,-0.4,3364,3775,4141,411,366,777
f064,f,Anxiety disorder due to known physiological condition,Mental and behavioural disorders,220,197,229,-0.104545455,0.162436548,0.040909091,1498,1558,1429,60,-129,-69
f068,f,Other specified mental disorders due to known physiological condition,Mental and behavioural disorders,55,49,42,-0.109090909,-0.142857143,-0.236363636,3212,3231,3553,19,322,341
f070,f,Personality change due to known physiological condition,Mental and behavioural disorders,15,32,19,1.133333333,-0.40625,0.266666667,5540,3935,4957,-1605,1022,-583
f0781,f,Postconcussional syndrome,Mental and behavioural disorders,212,159,193,-0.25,0.213836478,-0.089622642,1534,1740,1573,206,-167,39
f09,f,Unspecified mental disorder due to known physiological condition,Mental and behavioural disorders,285,261,297,-0.084210526,0.137931034,0.042105263,1283,1302,1223,19,-79,-60
f1010,f,"Alcohol abuse, uncomplicated",Mental and behavioural disorders,6945,7028,7745,0.011951044,0.102020489,0.115190785,93,89,82,-4,-7,-11
f1011,f,"Alcohol abuse, in remission",Mental and behavioural disorders,855,846,790,-0.010526316,-0.066193853,-0.076023392,607,590,634,-17,44,27
f10120,f,"Alcohol abuse with intoxication, uncomplicated",Mental and behavioural disorders,144,181,157,0.256944444,-0.132596685,0.090277778,1889,1626,1749,-263,123,-140
f10121,f,Alcohol abuse with intoxication delirium,Mental and behavioural disorders,42,34,44,-0.19047619,0.294117647,0.047619048,3628,3805,3468,177,-337,-160
